subgraph_size=2_alpha=0.8,subgraph_size=2_alpha=0.99
-0.3948557279026136,-0.39562908719245266
-0.33918397929053756,-0.34017656484618786
0.08469751908599088,0.10643634130945429
-0.008214447593782098,-0.012225026520512378
-0.610296923040102,-0.6335321062399696
-0.3268800801131874,-0.32694193766995644
-0.3013039755169302,-0.320338384086499
-0.1418652781716082,-0.14450610861444146
-0.2941353489582737,-0.2750629053590819
-0.16353004646953195,-0.19608793568021307
-0.367826327442502,-0.37505707488880335
-0.5127765887851516,-0.4989159883411291
-0.4051281713725378,-0.4303350395755842
-0.49233894385707877,-0.5013270295993425
-0.42773276559387646,-0.48867623729029824
-0.05631782559134687,-0.05891094549500849
-0.17354433094151317,-0.18737117387082738
-0.300577892838046,-0.3281292082819467
-0.03655375553295016,-0.03072727394135048
-0.37249477876195064,-0.35026958952347437
-0.5877651457550624,-0.6076741761217515
-0.2562055425578728,-0.31171132702535637
-0.4342587589131047,-0.416686748151357
-0.21829262671681743,-0.21188980826952805
-0.21590091169501344,-0.2135016204273173
-0.473844227604568,-0.4920812614448369
-0.3762359202404817,-0.39040029983269053
-0.29142531151805695,-0.29908603354056446
-0.23670731076505036,-0.2923131219489733
0.09227839791526397,0.13009072475212938
-0.12188310714283337,-0.12091208380123135
-0.511470700862507,-0.5490006844761471
-0.2205025068173806,-0.2643389460116547
-0.26401825103287896,-0.2610763816149362
-0.3164999607329567,-0.3084353384290201
-0.34132772353943436,-0.3493782664525012
-0.2803880547778681,-0.29079248464278257
-0.14171457188980033,-0.15352351206878667
-0.2621244937398781,-0.24865962851249301
-0.36318023964762686,-0.39443182009117056
-0.21587227267523607,-0.2236264431802556
-0.2262545619175459,-0.23457986808226755
-0.11117416868257957,-0.10875151488464325
-0.3001553553311775,-0.30945760836048675
-0.1548490000500654,-0.17789879962724323
-0.5416885211256643,-0.5967388740484603
-0.4320151247177273,-0.417775112594245
-0.3185586120886728,-0.3130281318180884
-0.18728569734065484,-0.17002213010874886
-0.3491828277241439,-0.34063212187048825
-0.20440079291972021,-0.21181269517634063
-0.016005240293840567,0.03708331652373696
-0.41528893148332524,-0.40048671917446577
-0.43003100390546023,-0.4136658889412259
-0.09094039607637873,-0.09703280349475486
-0.1998564526764676,-0.22264461571583524
-0.2630649598625799,-0.24613542436175825
-0.3947612268741553,-0.40695866018533705
-0.19585621557508906,-0.22054005480138586
-0.3906288983797034,-0.4013751710951328
-0.5816227054720123,-0.6000331898658381
-0.3168629076921691,-0.3255537832994014
-0.22092621695095052,-0.2323843433750638
-0.3919652012657995,-0.38695166040677575
-0.195234746177836,-0.25609525009834516
-0.28777530083898456,-0.36537262256722897
-0.044560060730824864,-0.05135572070449901
-0.1848710260928298,-0.1546142740229455
-0.24555703518679364,-0.251063944005291
-0.17506309766167155,-0.1820908796802784
-0.18947825664809595,-0.2010178507336726
-0.2759680166405936,-0.23537846146617084
-0.2311169173498638,-0.2403138844278874
-0.46425346375443044,-0.47752049908565825
-0.32844936165958644,-0.35928519164212047
-0.4769457740771274,-0.5460666881563763
-0.36378245495570205,-0.35887576691185435
-0.310221316232346,-0.3216410581720993
-0.230309506879809,-0.22143946438115866
-0.5290923003541926,-0.5760063848923892
-0.20855089061272641,-0.2093644268756422
-0.4210834057877461,-0.39079230462588993
-0.19919006424335142,-0.22062506786343875
-0.5958887330287447,-0.6433577190368669
-0.7035392167108754,-0.7020138197516401
-0.35460464329613994,-0.34789762252010403
-0.34939082368160596,-0.3752433447241007
-0.08692820098406324,-0.08842823031261408
-0.468854820933193,-0.4887290424985501
-0.2589059406689679,-0.2851087073415207
-0.39521483491407705,-0.4370883856601237
-0.29052589914062993,-0.3272717280262926
-0.3868054266025623,-0.3647762836740973
-0.2630416257570808,-0.2881227058032528
-0.25098572388291357,-0.30644550775332996
-0.2892847608072528,-0.2965040518095581
-0.14876455339913566,-0.12749184214121972
-0.15058855173488458,-0.07294128027240125
0.015130706566075484,0.020183358994690936
-0.30931639051064846,-0.29470313943806103
-0.3124291321976731,-0.31854395240749
0.010777043000950167,0.015893492344766856
-0.47207501251405726,-0.48527849647255306
-0.10807652477407828,-0.10839692921649355
-0.4934390783061584,-0.49278459008705494
-0.5210435548300545,-0.5320678562857211
-0.19773495327836524,-0.1764076750733269
-0.36213852592588713,-0.364114665434851
-0.14405810203248015,-0.14194255657416457
0.1717619622933368,0.14243955860224863
-0.5966623471615216,-0.6035664104522827
-0.4569287093775347,-0.5041855824575759
-0.05543602265417576,-0.06636432783969212
-0.3325629789972057,-0.3713665747301032
-0.17939864903998873,-0.18751500815153122
-0.16113810402496406,-0.1663957377554228
-0.15025809442158788,-0.16468923179277528
-0.16958715895578885,-0.17508211180567743
-0.35838074078162513,-0.3806504738594716
-0.4630173888988793,-0.4475258693215437
-0.488120819007357,-0.4296462548027436
-0.3798609067080542,-0.37174721631919966
-0.33412855737376956,-0.3493444789092367
-0.2960151213624825,-0.2777567320833138
-0.44846852832784256,-0.4802050755079836
-0.3666328834750069,-0.36917580879914264
-0.15508165302531174,-0.1668313033762388
-0.21558178615601112,-0.18091088846015432
-0.27925794703109813,-0.28958835935336535
-0.40764001856558024,-0.41350122426326075
-0.31257023215293883,-0.31222051466504736
-0.37185243994463235,-0.366453293353552
-0.5363356501422822,-0.5589911497353266
-0.3284593628052001,-0.31030903425843764
-0.3637218387424946,-0.4142888884075607
-0.24122984726913274,-0.2836712799097101
-0.3921991184959188,-0.41869505459520345
-0.2314670387057898,-0.238355630338192
-0.33691969675322375,-0.33607525314941694
-0.502042173591132,-0.5129834673689523
0.0007466386997839436,0.01931343786806489
-0.3242409890765945,-0.3208235456445254
-0.2574233885901049,-0.30099401412027266
-0.2119355167875377,-0.19111591290624347
-0.4333957896909366,-0.5060760424881785
-0.3869728510143856,-0.42383937718191494
-0.32564134866387273,-0.33567503558665823
-0.07224827287408213,-0.01538604421618705
-0.3082458982337266,-0.3468467460355411
-0.33489022894296794,-0.3295989979900575
-0.28272120304832543,-0.295952780432029
-0.2746009690795715,-0.2662033784769786
-0.4760588720689217,-0.5031205264680708
-0.0799806811194867,-0.06809252089161115
-0.41105542544896406,-0.4379630769944439
-0.38897354079255214,-0.41075740346723855
-0.09060550438550612,-0.11048179987119511
-0.1274104763334617,-0.12369060179412675
-0.17126698683093614,-0.17073387352128824
-0.16485954210627823,-0.15013925396449243
-0.20718344896566124,-0.19244627941477424
-0.21587923290828864,-0.2507683591203143
0.031646404076988495,0.021342456029184782
-0.3592292809005206,-0.38662763133567446
-0.1292572810415489,-0.12097479071972582
-0.33901118944011005,-0.3709796846502771
-0.05014128537848592,-0.04008377251215279
-0.1851661419775337,-0.17980119289209445
-0.4433905031966666,-0.49683554491881904
-0.42039246630389243,-0.4680970274657011
-0.2907236331856499,-0.2925234615267254
-0.17638190504473944,-0.21484290150149415
-0.13153057829476894,-0.15022185021827075
-0.41216267085634173,-0.4665217916496719
-0.23386514979375836,-0.2714654952450655
-0.2141511688567698,-0.20813344633594777
-0.34977220864966513,-0.39173782656434925
-0.14786419935679684,-0.1498471499880543
-0.07847145482354487,-0.07355401778593659
-0.3175554081372684,-0.3273037141076444
-0.3940445160338034,-0.36540359584769855
-0.25066048475448044,-0.22333781434358874
-0.2231886316711704,-0.1879639551206492
-0.5672011993049334,-0.5869512369910566
-0.12053379624926795,-0.10459600630565546
-0.34126688153017315,-0.3419644849033405
-0.09590397590160137,-0.09748616544777178
-0.3762961158528924,-0.38626830556507535
-0.37775272835356494,-0.3785357186817176
-0.5152716142777354,-0.49225370012844605
-0.2992535999316412,-0.3077286861371249
-0.3706842458418881,-0.4224515624709117
-0.23702532004060534,-0.2716443433240056
0.11935830338702848,0.15085349504292633
-0.17018395222257823,-0.175541290466305
-0.3350814475367467,-0.3635854542509575
-0.18829473848221823,-0.1945665818635219
-0.2865199959774812,-0.2704255090660687
-0.396078008483164,-0.4426636368424321
-0.706262027816847,-0.7284013053681702
-0.15086742894374766,-0.158059761596766
-0.25076641803607347,-0.22884752749077356
-0.24761490030524633,-0.2193143549794331
-0.37890933466920007,-0.3774644142599815
-0.18172015655397747,-0.1712085410025126
-0.08946646794870806,-0.0894310277341477
-0.27734123293931284,-0.264828019933387
-0.2788397677157385,-0.24461985668710742
-0.5000052587284396,-0.5225417814822868
-0.09403457175785054,-0.09213573404432585
-0.21944564745256986,-0.246223314779927
-0.5854765790638824,-0.5979915715808359
0.16562706997152418,0.20575614575956327
-0.20904094853438437,-0.20941633585530023
-0.10683144180996654,-0.1073532077713753
-0.4997432737859587,-0.5422209283336997
-0.25779279004006334,-0.18445920746346625
-0.4183251090363289,-0.4739589750871528
-0.674454605790476,-0.6757851605117321
-0.030661003235727548,-0.0291396736605869
-0.1958089359787603,-0.16632368082180618
-0.2437204637634568,-0.23976542724490477
-0.2908951942436397,-0.31200484597337586
-0.39022009655057144,-0.4217391780092536
-0.14876107074785977,-0.17453563433121114
-0.5262866004416719,-0.5377618902813023
-0.5703692109758656,-0.583755719125426
-0.43713101487296324,-0.4613334447580079
-0.40142251627054065,-0.3615796568450363
-0.19457808094099163,-0.21862891892359282
-0.46204301285247007,-0.46067363236720366
-0.47012607228010894,-0.5295086409399907
-0.24265119811985641,-0.2175741287068619
-0.48936747370132555,-0.515133086523662
-0.06325199784245342,-0.06432983858588462
-0.46329450299342473,-0.49140600189566613
-0.2869487307156669,-0.3194855806072398
-0.13477500000192474,-0.13648614616249688
-0.38407772495760584,-0.3837895746137171
-0.3679017516210054,-0.37140753043466246
-0.37932091106039784,-0.38817547518449524
-0.05309510447046099,-0.07521815014421009
-0.16451122711412608,-0.1974161691595024
-0.6195292944895724,-0.6706639760146693
-0.2675371296191588,-0.2748692211943368
-0.36688447881489994,-0.37904636120578894
-0.3426500161923468,-0.3336633455970635
-0.14117437698257465,-0.16694007323744398
-0.21199005271463345,-0.23662670223624446
-0.2906684020278044,-0.2973295124514455
-0.3941082156278814,-0.38360879250026
-0.16401024381630122,-0.16327063318196453
-0.3685665710720544,-0.37801600530627183
-0.20395608481174957,-0.12717952188802883
-0.3970690745425721,-0.4113822828962778
-0.49638240655884147,-0.49675590281995635
-0.20428948696314667,-0.18643506620903888
-0.31596103208372367,-0.3573325790569652
-0.5500844829839965,-0.5585742518709351
-0.4557046490504096,-0.4851874072182303
-0.37092256609195223,-0.41968798549011505
-0.07056350117432884,-0.08096320711212078
-0.29005366924218834,-0.3078558254010083
-0.3499118235707283,-0.33428205000178424
-0.2963981941140567,-0.2625813313600762
-0.35943705496999123,-0.3666565756360069
-0.10559075668298949,-0.10631203185175157
-0.05632099448548009,-0.049733917920772606
-0.12253250174379597,-0.10640084045783928
-0.5243140163179487,-0.5583884234672102
-0.38687466498910605,-0.364142263395867
-0.24741738770157098,-0.2554160680877976
-0.2173804920896267,-0.22994903110763212
-0.3419559531100094,-0.322029157973205
-0.06482286009239033,-0.05516499708639458
-0.4157990720681846,-0.4016391759738326
-0.4410372090091308,-0.4355912651990851
-0.4248519014458482,-0.4380350944478414
-0.1789248135872185,-0.21445737436627194
-0.11907732934031325,-0.11111579707901303
-0.18319166743817428,-0.2353482707203754
-0.4017054875132938,-0.42666706003559135
-0.569621962873886,-0.5714384218941753
-0.41181927064433693,-0.4425073659680008
-0.3077213019202463,-0.26623404562046443
-0.5110877052213376,-0.506533366801838
-0.5372602125350386,-0.5664874210441485
-0.08769110572524369,-0.05594428021965238
-0.27303085922341175,-0.2715943273482844
-0.22289740508577477,-0.25431557862243304
-0.5550074612783888,-0.5525246069207788
-0.49747518746647984,-0.4906311441430201
-0.2633418309999009,-0.26423334564159934
-0.11415954866019698,-0.11949874021413659
-0.14021390112349763,-0.1551791167885919
-0.5964831447259833,-0.6526500214201708
-0.5281645461606482,-0.6135468290164136
-0.424049603290235,-0.4259368846619812
-0.39072263417765496,-0.36927411064272747
-0.5227127042304104,-0.5565305626213861
-0.7778450096778882,-0.7698382371570915
-0.36781850568018853,-0.4109575712995138
-0.09375067327171564,-0.08044205608855312
-0.21825429412691544,-0.20100653468087937
-0.36446643927134575,-0.37595898284576834
-0.34671499182935805,-0.32588257344691857
-0.23780888341367246,-0.2518755981035065
-0.2455238805975144,-0.25893922676565123
-0.23455395024890702,-0.2705477728225136
-0.6070052077341824,-0.6117734009943282
-0.352828434430218,-0.3517740178091238
-0.16452954718998322,-0.17867618753497178
-0.12092958605693033,-0.13169047155960772
-0.12775931047275663,-0.15227001808040466
-0.15568142009122918,-0.1749005338984231
-0.22185472622824212,-0.24948698889774581
-0.4709444482779751,-0.5781865151242043
-0.39164612129641074,-0.4082769764913246
-0.21741367210478832,-0.25960452981914084
-0.2705119018893068,-0.30891231157816945
-0.12852172194514425,-0.116477801783282
-0.24941379011181805,-0.23387240185169503
-0.35414553227213524,-0.4439608305878937
-0.4934061293210834,-0.5180911612355461
-0.33170584548730403,-0.39125883812007184
-0.33892526107296966,-0.3646554282587022
-0.36612778142870717,-0.3864520398636038
-0.28784124380288023,-0.2702710508943225
-0.3289678174940248,-0.311266844192578
-0.44046792953275143,-0.4379468290656223
-0.40709290623664857,-0.44470144803790995
-0.540852484125644,-0.5221571783566227
-0.31650014854812375,-0.2657554634466457
-0.6691405403614045,-0.6962992581228415
-0.08947141545941122,-0.08293718095791215
-0.18128745876873534,-0.15257261332512523
-0.46858452271980544,-0.511496845545868
-0.2086423157574609,-0.19732879805921888
-0.17433143175284688,-0.1723858724022284
-0.5624655105577161,-0.6199999213979269
-0.5157280215714127,-0.5231559407097909
-0.17040863510686904,-0.18217994178645314
-0.1753383367638647,-0.182201061725306
-0.43238972024371225,-0.4526291107898578
-0.1643916791359273,-0.19090920671316175
-0.40608043801505117,-0.4442581979278475
-0.26942151083610955,-0.28120158981531856
-0.3291338057567676,-0.32085087986274935
-0.2721767489076592,-0.3031637488895406
-0.3893268750390659,-0.40778366080795725
-0.19983917612970495,-0.21879279231652618
-0.4143874021153897,-0.47938576131282995
-0.21894924443215133,-0.25397312570285674
-0.27644570731247464,-0.304003245603526
-0.23395756562162812,-0.2335511061277551
-0.2695327492694681,-0.30728800362635716
-0.04873882210347801,-0.06974692516242309
-0.39519129569564637,-0.3825317435451628
-0.3957970113648723,-0.4294058677061306
-0.2354293183904762,-0.21131135457971445
-0.16678560938453302,-0.17049979435823237
-0.31912156046833845,-0.38160611016598217
-0.4119711287521447,-0.4580061799778681
-0.2634585693664849,-0.29099695627499994
-0.12662174217092495,-0.14045957675300694
-0.3885514063357065,-0.43550141861196606
-0.34216916739940645,-0.35890892586748424
-0.21679191869373124,-0.24089185791245352
-0.291118732704781,-0.3233847467469362
-0.23098115854896606,-0.2387826107015523
-0.4787005678874751,-0.5134673941942552
-0.18585931183071808,-0.19174460508472596
0.01554596020684888,0.04336220324417809
-0.32957615666867546,-0.3135074331444533
-0.5108027784960966,-0.5543032596663883
-0.24281514019084474,-0.1778796579487001
-0.2622315831381517,-0.2714126885482498
-0.3647639701701701,-0.4168000332576533
-0.10623977077038338,-0.09633362081610054
-0.15444250826102993,-0.17498522766089689
-0.32170850987235705,-0.32663926754069206
-0.22278116527634362,-0.23610906299824516
-0.440138149689883,-0.4566581605008105
-0.25113217507178587,-0.2934377365658293
-0.283214565970314,-0.2861880158956046
-0.21326122559451807,-0.22756531387431703
-0.4117606094122554,-0.41912209773785436
-0.2259792746277526,-0.2319434185892654
-0.2399745645764051,-0.25288144094171
-0.3321666563721374,-0.38071470046415923
-0.5831128843377034,-0.5982551706659918
-0.35981863560465477,-0.40892708947261175
0.02876695085161676,0.015501016196406757
-0.3892277026300629,-0.3990367518442993
-0.4857599627568076,-0.5347611128536907
-0.22365404411219061,-0.2435787677105206
0.0011602615332230925,0.0058496879072239
-0.4271320544773092,-0.4690218642198791
-0.33900878951574365,-0.3596808153759533
0.10502765988775839,0.08127718910148057
-0.48639988285799823,-0.527193757511753
-0.1395301295397803,-0.12657474779271677
-0.25010295569586255,-0.25102089426247404
-0.14165945290587842,-0.06719303513178602
-0.2238537333533168,-0.2198782697461623
-0.3509161721061294,-0.4018656328856014
-0.22625899547400574,-0.27707974643446504
-0.6614772701325516,-0.6717365433275699
-0.5434404849478354,-0.5806873301098434
-0.2637536537852914,-0.26742643534329547
-0.5149597910139709,-0.5465866612278235
-0.26698022900149226,-0.2014936955878511
-0.37813707170076666,-0.36557374184873576
-0.33555677576766657,-0.34059702107091044
-0.055879654232024525,-0.05169994873402175
-0.31199556797587624,-0.3598133736484063
-0.3228047101090973,-0.32248527454018283
-0.1490751009931167,-0.15269267861071664
-0.5289676150244971,-0.5854295523130956
-0.22151182882642995,-0.21870099669710422
-0.09331335879396647,-0.09249771161470562
-0.5356626248018195,-0.5258573895180598
-0.0011225827364251017,0.0692725766529232
-0.2834821905156908,-0.296994055480997
-0.3209915133868344,-0.37661363661948905
-0.48721337801621606,-0.509674018547715
-0.1768699690637489,-0.19708770063172174
-0.20475325120768198,-0.162977622996162
-0.3967847094653795,-0.4311848176581164
-0.5165232604990403,-0.5424438677262515
-0.16425150425794224,-0.17314558314460252
-0.46135371883399784,-0.4909548187147205
-0.4342440982946816,-0.4536680908082053
-0.46651458805116514,-0.5017453448497691
-0.491537490307043,-0.538476438159123
-0.1802808614478757,-0.18701982481288723
-0.36321357832911116,-0.3575929301371798
-0.5236115822972109,-0.5456916069968915
-0.032446851736555496,-0.04306914566045938
-0.04885682034616669,-0.09358029642802042
-0.08860933878070985,-0.09864048300951253
-0.1596845268380518,-0.19028033610316925
-0.08532521366064126,-0.08487453487313663
-0.30471642791409975,-0.31426466854289176
-0.26276814775541424,-0.21516290076387426
-0.28266096287814435,-0.29555823116951313
-0.2543770845606923,-0.29932076767930993
-0.44489583640514563,-0.4465003410462911
-0.2185432683924834,-0.1859185690560844
-0.47784640012929835,-0.43536149224887294
-0.4275945771803769,-0.5336773862860476
-0.13734692542037616,-0.12209078340403115
-0.4580279716942459,-0.4892235305036108
-0.33012813253949086,-0.34908689426102985
-0.30793088698138793,-0.2839564340538345
-0.23346386887133122,-0.2588607390915664
-0.20734967935519913,-0.1818315578515952
-0.09881947063840926,-0.09803456434591984
-0.10510639801155776,-0.1518679063798239
-0.2268509048844377,-0.24479118430734767
-0.11382693379496535,-0.05233488293519865
-0.5325897444101672,-0.5166965841905524
-0.4011177506057235,-0.40080772697459904
-0.25768008109803003,-0.1725475305893148
-0.2254011465702206,-0.2178632451087469
-0.28373957282087453,-0.33304189750459046
-0.15524830386042596,-0.15537406739235546
-0.34254310492426154,-0.3124480056145694
-0.36061435053435464,-0.3681302081956528
-0.2663204577945483,-0.2517243804930088
-0.180640345060577,-0.20806979500222952
-0.07480848309060092,-0.06624858167313505
-0.43201139541653294,-0.4217941133895268
-0.23292508710039936,-0.24535235127065486
-0.6337765265221242,-0.6719703338450441
-0.27641009058337657,-0.3058177694530847
-0.3986021880184611,-0.43426721933453033
-0.08626783047026644,-0.08072054428591703
-0.3600978285384675,-0.3300116633034001
-0.28222658489986013,-0.307451670615313
-0.30328061026831465,-0.24980331717291848
-0.19933423997834324,-0.1594686228634479
-0.23659094623755664,-0.20520261747413315
-0.457469915052255,-0.46647647622022004
-0.22205429496709259,-0.23749983354859674
-0.44350172750574224,-0.4780629847057086
-0.3181884791527409,-0.3115792201315829
-0.2595601778433775,-0.2454548361641355
-0.13771329750617345,-0.12208000998633603
-0.4566754062582428,-0.4283909252844751
-0.31895549047117433,-0.36288902822261054
-0.39386461636361975,-0.43646128331543876
-0.09901715635011593,-0.10171215297770686
-0.499106706979995,-0.5285015555073429
-0.09961066516737144,-0.09394008353595079
-0.12679944538511337,-0.13501233233856813
-0.13804482323583214,-0.17936776044545696
-0.2524310226738453,-0.2656887972525631
-0.2633897035537908,-0.2657755913988998
-0.4659695355842511,-0.5249890563031658
-0.23722033612740537,-0.2583576253227269
-0.4683416714115689,-0.5116486008573944
-0.20196967454704767,-0.22045030409120955
-0.25594454411494855,-0.2821000280109001
-0.27580256494383015,-0.24763649209402502
-0.5683021499278644,-0.5853309317266879
-0.14959421932309244,-0.1377722092999223
-0.6017845537047833,-0.6341041444148868
-0.5088405722185659,-0.5439245458975589
-0.16541501899366268,-0.1733378618392938
-0.21012976683302745,-0.25437736162430763
-0.012734858964880308,-0.06509369524059973
-0.06037543173724164,-0.0595210136535267
-0.18765496388543398,-0.19079957295480804
-0.1004550897811229,-0.10743759622841026
-0.3983337315963581,-0.4231306604874165
-0.4509038861313214,-0.4733988852861027
-0.1646229710158271,-0.154503514743022
-0.1303875299481054,-0.14282799687546988
-0.1718284169700928,-0.1844995124572112
-0.25658262668798365,-0.29320969722621765
-0.05922838868883749,-0.04719550629010579
-0.4000473775931944,-0.4554501492270113
-0.18298956864668678,-0.18766757979872636
-0.24418557641406854,-0.24803008175687866
-0.3955529485239337,-0.3705543527984992
-0.5112745209271088,-0.5015452654349307
-0.2092999215486149,-0.2168324609230816
-0.2665764852209638,-0.2759925152970633
-0.5017636637638012,-0.5142092446579287
-0.4730334562125305,-0.4516849084578765
-0.34373609443039943,-0.3431815288076177
-0.2968978664682557,-0.2976093043014407
-0.37379350896303853,-0.3939960429219839
-0.36437816807534545,-0.40132985943191063
-0.5245464953780175,-0.5107103545963764
-0.23811694730538874,-0.22224831169703976
-0.5779137314980228,-0.6146510378379996
-0.16275777150488768,-0.1696916754595198
-0.3797720595976959,-0.3960473790660035
-0.4739370380528271,-0.5515046162732566
-0.45218751336758334,-0.4741257758298889
-0.3965512957672278,-0.38366126145546636
-0.05085199988757571,-0.04285286932722859
-0.33068818487692625,-0.3553736730555344
-0.22258879941888154,-0.33172004540994143
-0.6023045719585692,-0.6062991380722572
-0.2607818236364983,-0.3151797706696622
-0.19691215788402283,-0.19104623946206023
-0.4228615480335429,-0.4319328086466218
-0.33203176530388495,-0.3673629671513724
-0.3346449075639248,-0.34108125370151055
-0.16189547893901665,-0.15910156212252333
-0.3516739580904444,-0.35518665314186365
-0.6185278792508567,-0.6300586497120093
-0.3055243231418232,-0.3262801016432544
-0.5354476653233481,-0.591332208631017
-0.31946238682450107,-0.34619004976470025
-0.20813624401887257,-0.2025800622611617
-0.47510316367571553,-0.4644136989824862
-0.7532149200172474,-0.8024619333430504
-0.13008741278511782,-0.0818859550403431
-0.3495850613402824,-0.29930096559692176
-0.5082015742051105,-0.4895719159670019
-0.2666230931505561,-0.3197914385283366
-0.13031946448609233,-0.13625159093295225
-0.3203667234970878,-0.32661630148572535
-0.1556884739229766,-0.1687842630323333
-0.5137788640273114,-0.5088586683897302
-0.0556941634331209,-0.043530012864697105
-0.174668822735548,-0.1952155577049901
-0.4597931112822456,-0.5143839872144357
-0.1246553179792439,-0.1165837109691347
-0.24412269432408115,-0.2643921784691823
-0.13044386965785332,-0.1279850911847704
-0.015328998762803773,0.0003205430745341194
-0.18319684000064929,-0.23826063794239113
-0.43787549424916505,-0.46249064452325306
-0.2006705389197062,-0.2097021682494475
-0.21641946324302505,-0.1587370301480405
-0.4967973605512331,-0.512841785439911
-0.1179663330828771,-0.12137735815835185
-0.2586454937731226,-0.30558845373491444
-0.35622036213986574,-0.36632970700583734
-0.26860381188181537,-0.27506990151014177
-0.08210121967596934,-0.076355194132193
-0.20184456961229444,-0.17797701771371066
-0.2732520235236734,-0.28372001621484133
-0.14171382123293977,-0.1779288740797589
-0.5760532756025593,-0.5618900203704834
-0.29420044329638284,-0.2821959853170362
-0.34980688501770296,-0.37104451536773314
-0.1444540257852835,-0.14908497973015378
-0.4037692041958993,-0.4524862964140872
-0.3131036243059983,-0.33575103669039286
-0.15891130808352802,-0.1610696405665173
-0.43723826569815477,-0.5176119915884919
-0.4236476643787076,-0.43317053955746815
-0.32328040319339685,-0.38385397191353454
-0.44158223221699394,-0.5028854138671887
-0.29991097768613445,-0.34301323898912717
-0.3706202569200347,-0.35028163467844325
-0.2965970157148937,-0.3272135089353348
-0.30098969306680373,-0.3242031537365983
-0.4995699582435191,-0.5296570937614888
0.0034238004917278887,0.0008290610353772839
-0.09763976115267724,-0.1029607272419768
-0.37323359051098426,-0.3688767126730333
-0.17378940846771002,-0.17974617164232767
-0.5301393582796057,-0.5487981909171988
-0.3339303177370069,-0.36371822192915715
-0.39150484355632215,-0.4007174139842391
-0.35815833230735733,-0.36275028629771744
-0.42966603353774796,-0.4009570004690128
-0.43350480662969254,-0.48523382738620663
-0.48858761231725417,-0.5268719077110291
-0.3933783689482758,-0.41821850019390694
-0.6459848164518674,-0.6144126434624195
-0.48402084729711836,-0.5430630200045804
-0.48754729811257375,-0.48330336783081296
-0.4662067816965282,-0.4995606645879646
-0.4262234179365138,-0.42142203938759243
-0.43268578354890147,-0.49053935557138173
0.006140251238830388,-0.003378280919472066
-0.4603778993850574,-0.5006631699053105
-0.3720023962110281,-0.3981907479141955
-0.18557882154981295,-0.1556038387597073
-0.17146025709807872,-0.1441162700621256
-0.17181088632438332,-0.18368223372381182
-0.1994415015152966,-0.23884956002390634
-0.28870873803505676,-0.3401577317051124
-0.16571681991995624,-0.14403023759291197
-0.25321028750855473,-0.24935828669190718
-0.21348699090847126,-0.25392053737460324
-0.19673834366413454,-0.22923099977429956
-0.18564465281864007,-0.20906869961414487
-0.21298821044154465,-0.2547465089452453
-0.15335046676394995,-0.16318713487591593
-0.37280217490314194,-0.3849665850486296
0.1343330111420558,0.13850720297001923
-0.1754874207599399,-0.17476845414901618
-0.3994540742447134,-0.41079644713861246
-0.23946094747477523,-0.26055844404618256
-0.1428857311963414,-0.15791205650311896
-0.1600014094930763,-0.10095686073317968
-0.04125894807744771,-0.03737387188943103
-0.4066584676442047,-0.478367733405903
-0.43351956171371664,-0.4727381653470608
-0.6262672531077017,-0.6210869181808084
-0.6770078415889293,-0.66454637141355
-0.1853759074350819,-0.18879369563500709
-0.41963074044634896,-0.46258760222001
-0.29465690028698494,-0.27561250613362065
-0.3361183046301206,-0.3137534369799929
-0.24538219036689649,-0.2826293902921801
-0.5509457864239812,-0.548034920260931
-0.20220632494213836,-0.2041328012543575
-0.24407774344086647,-0.25238548099296165
-0.3583569058147259,-0.36256682347661506
-0.3051305348503714,-0.2977898665807637
-0.3989121172262821,-0.37895036790830394
-0.3068435194490788,-0.3133675395829293
-0.47288456151261926,-0.536684135075969
-0.4287185151781887,-0.46123258150493107
-0.06670036692502132,-0.07693759584954629
-0.5498153108047942,-0.5671968660705412
-0.05356373304345956,-0.045671387020265686
-0.24855182855855673,-0.25632392884697763
-0.4466606180726861,-0.4650329722138122
-0.3101022481219843,-0.3172559453092981
-0.2279105810324351,-0.1652654106573512
-0.31790353359964985,-0.3129099436238175
-0.11864591415505857,-0.10906826520183434
-0.3850017797357092,-0.38350581377434234
-0.3973290357987086,-0.2970324749965221
-0.1863251544092782,-0.2052368580363691
-0.22098709147190676,-0.23457513039388384
-0.1357903951453045,-0.11453062855483344
-0.390469199057358,-0.3760394681431353
-0.3762236763288577,-0.38629501149562806
-0.19792441227473317,-0.12360768535019209
-0.23439797648539146,-0.2678190418658778
-0.5391115447568396,-0.5598342141190854
-0.371473573440065,-0.3889182049307662
-0.5476956968257825,-0.5792006077555318
-0.3262465235280494,-0.34724027218374737
-0.5581539289342861,-0.5375403626201053
-0.33392895154034097,-0.32817691134967997
-0.2014585225718717,-0.16760408301216861
-0.4829721297106395,-0.5024048119146998
-0.36328071317325034,-0.30815763379874017
-0.28153987728059293,-0.36176105971060074
-0.14955737792576354,-0.1070844286053519
-0.13035597453825176,-0.11337785708058315
-0.08449784293033492,-0.08974768312162874
-0.24377664413109112,-0.2406352408893872
-0.3405670047240953,-0.3100730943524589
-0.33473154056041193,-0.3257508691229547
-0.26291846566523114,-0.261982999672958
-0.5083793799889584,-0.4993089049402624
-0.47202023822503786,-0.4944336912893535
-0.36510596569317083,-0.365248891680191
-0.07573291947871136,-0.06953283992528062
